141,"54.0530555593N 27.7116666667E
54.0575000038N 27.7333333334E
54.0516666704N 27.7633333334E
54.0475000038N 27.7833333334E
54.0355555593N 27.8177777779E
54.0325000038N 27.8636111112E
54.0175000038N 27.8866666667E
54.0197222260N 27.8961111112E
54.0350000038N 27.8633333334E
54.0380555593N 27.8238888890E
54.0505555593N 27.7850000001E
54.0591666704N 27.7336111112E
54.0563888927N 27.7180555556E
54.0530555593N 27.7116666667E",,,
142,53.8938880000N 27.5822220000E,0.35,,
143,53.9044440000N 27.5302770000E,0.25,,
144,53.8444440000N 27.6286110000E,0.3,,
145,54.0780550000N 27.6788880000E,3.5,,
146,54.8844440000N 26.8258330000E,1,,
147,52.1175000000N 28.1894440000E,2,,
148,55.7327770000N 27.1169440000E,3,,
149,53.9466660000N 27.5019440000E,0.8,,
150,"53.9347220000N 27.6788880000E
53.9002770000N 27.6605550000E
53.8866660000N 27.7341660000E
53.9211110000N 27.7525000000E
53.9347220000N 27.6788880000E",,,
151,"55.1505550000N 26.7980550000E
55.1233330000N 26.8397220000E
55.1352770000N 26.8633330000E
55.1625000000N 26.8216660000E
55.1505550000N 26.7980550000E",,,
152,"52.1761110000N 26.1261110000E
52.1425000000N 26.1047220000E
52.1361110000N 26.1322220000E
52.1697220000N 26.1533330000E
52.1761110000N 26.1261110000E",,,
153,"51.9922220000N 29.1375000000E
51.9619440000N 29.1691660000E
51.9716660000N 29.1936110000E
52.0019440000N 29.1619440000E
51.9922220000N 29.1375000000E",,,
154,"54.0163880000N 28.1897220000E
54.0205550000N 28.2011110000E
54.0216660000N 28.2019440000E
54.0219440000N 28.1997220000E
54.0177770000N 28.1883330000E
54.0172220000N 28.1886110000E
54.0163880000N 28.1897220000E",,,
155,"53.8724190000N 30.3924880000E
53.8756130000N 30.3993050000E
53.8779010000N 30.3969800000E
53.8740690000N 30.3901860000E
53.8724190000N 30.3924880000E",,,
156,"53.0969440000N 26.6816660000E
53.0994440000N 26.6886110000E
53.0955550000N 26.6930550000E
53.0933330000N 26.6833330000E
53.0969440000N 26.6816660000E",,,
157,"53.3307340000N 28.5828050000E
53.3263860000N 28.5767110000E
53.3195670000N 28.5903480000E
53.3239150000N 28.5964420000E
53.3307340000N 28.5828050000E",,,
158,"53.1716860000N 29.1774480000E
53.1651100000N 29.1799090000E
53.1655430000N 29.1831360000E
53.1728090000N 29.1813530000E
53.1716860000N 29.1774480000E",,,
159,,,,
160,55.4105550000N 28.5661110000E,1,,
161,55.5341660000N 26.8197220000E,1,,
162,55.4911110000N 28.7827770000E,1,,
163,54.5025000000N 26.2969440000E,1,,
164,55.1208330000N 26.8827770000E,1,,
165,54.8675000000N 26.3158330000E,1,,
166,54.4183330000N 25.8794440000E,1,,
167,54.3172220000N 26.8366660000E,0.5,,
168,53.8930550000N 25.2675000000E,1,,
169,54.1419440000N 25.3200000000E,1,,
170,53.0155550000N 24.0752770000E,1,,
171,51.8025000000N 24.0766660000E,1,,
172,52.2097220000N 31.4177770000E,1,,
173,52.2138880000N 31.1005550000E,1,,
174,53.6730550000N 27.1213880000E,1,,
175,52.0733330000N 29.1122220000E,1,,
176,52.4244440000N 30.9236110000E,1,,
177,53.8375000000N 27.7527770000E,1,,
178,"54.4275000000N 30.1041660000E
54.3494440000N 30.1805550000E
54.4519440000N 30.4886110000E
54.5300000000N 30.4119440000E
54.4275000000N 30.1041660000E",,,
179,"55.0391660000N 30.2297220000E
55.1336110000N 30.5430550000E
55.2130550000N 30.4700000000E
55.1186110000N 30.1566660000E
55.0391660000N 30.2297220000E",,,
180,"53.9980550000N 29.9205550000E
53.8508330000N 30.1569440000E
53.9125000000N 30.2675000000E
54.0600000000N 30.0313880000E
53.9980550000N 29.9205550000E",,,
181,"53.9325000000N 27.8547220000E
53.7730550000N 28.0919440000E
53.8322220000N 28.2061110000E
53.9919440000N 27.9694440000E
53.9325000000N 27.8547220000E",,,
182,"52.5208330000N 30.8350000000E
52.4488880000N 31.1458330000E
52.5330550000N 31.1980550000E
52.6050000000N 30.8872220000E
52.5208330000N 30.8350000000E",,,
183,"52.1083330000N 23.7155550000E
52.0258330000N 24.0172220000E
52.1080550000N 24.0766660000E
52.2125000000N 23.7477770000E
52.1916660000N 23.7238880000E
52.1725000000N 23.7602770000E
52.1083330000N 23.7155550000E",,,
184,"53.7016660000N 23.9722220000E
53.4986110000N 23.9836110000E
53.5022220000N 24.1347220000E
53.7047220000N 24.1241660000E
53.7016660000N 23.9722220000E",,,
185,52.3283330000N 30.3716660000E,3,,
186,"53.6931368307N 23.8829218761E
53.6580123995N 23.8822259208E
53.6563845988N 23.9746574739E
53.6722206765N 23.9737440327E
53.6931368307N 23.8829218761E",,,
187,55.5102770000N 28.5647220000E,4,,
188,51.8886110000N 29.3244440000E,2.6,,
189,"52.6371800000N 29.7618970000E
52.6053450000N 29.7331370000E
52.5881820000N 29.7834200000E
52.6087350000N 29.8015150000E
52.6359470000N 29.7792440000E
52.6371800000N 29.7618970000E",,,
190,53.8208330000N 30.3361110000E,2,,
191,52.3194440000N 30.8883330000E,1,,
192,52.1838880000N 29.8850000000E,1,,
193,51.9236110000N 29.2641660000E,1,,
194,52.0772220000N 27.6227770000E,1,,
195,"52.1725710000N 26.1419210000E
52.1789890000N 26.1142570000E
52.1926070000N 26.1226170000E
52.1861910000N 26.1502820000E
52.1725710000N 26.1419210000E",,,
196,52.2869440000N 24.4877770000E,1,,
197,52.4263880000N 30.8577770000E,2.5,,
198,55.4611110000N 28.7216660000E,0.8,,
199,"53.1983410000N 29.1922270000E
53.1817270000N 29.2081560000E
53.1773060000N 29.1953770000E
53.1939210000N 29.1794480000E
53.1983410000N 29.1922270000E",,,
200,53.6405550000N 27.9155550000E,0.3,,
201,53.4922220000N 28.1594440000E,0.2,,
202,55.1530550000N 30.1538880000E,0.5,,
203,54.8355550000N 29.1502770000E,0.3,,
204,55.0408330000N 27.7883330000E,0.5,,
205,53.8644440000N 30.2388880000E,0.3,,
206,53.1433330000N 29.1897220000E,0.3,,
207,53.7458330000N 31.6755550000E,0.4,,
208,53.3794440000N 32.0613880000E,0.2,,
209,53.8755550000N 25.3147220000E,0.2,,
210,53.7433330000N 27.3486110000E,0.4,,
211,54.2044440000N 28.5019440000E,0.2,,
212,54.3069440000N 26.8613880000E,0.15,,
213,52.9919440000N 27.5994440000E,0.3,,
214,52.2208330000N 24.3072220000E,0.1,,
215,52.2213880000N 24.3283330000E,0.2,,
216,52.1294440000N 26.1263880000E,0.2,,
217,53.7083330000N 23.8361110000E,0.3,,
218,53.1180550000N 24.4061110000E,0.4,,
219,53.0988880000N 25.3411110000E,0.3,,
220,54.5030550000N 26.2225000000E,0.3,,
221,52.2125000000N 29.3863880000E,0.5,,
222,51.9080550000N 29.9991660000E,0.3,,
223,52.3045714500N 30.2427347000E,3,,
224,53.0108330000N 24.0433330000E,1,,
225,52.4136110000N 29.8577770000E,0.5,,
226,52.5144440000N 29.5419440000E,0.5,,
227,52.6175000000N 29.1513880000E,0.4,,
228,52.3569440000N 30.3116660000E,0.7,,
229,52.4519440000N 25.1955550000E,1.5,,
230,53.1425000000N 26.0111110000E,0.6,,
231,"52.1180280000N 26.0950310000E
52.1119380000N 26.0689330000E
52.1037100000N 26.0678020000E
52.0969230000N 26.0972930000E
52.1086250000N 26.1086890000E
52.1180280000N 26.0950310000E",,,
232,52.5675000000N 24.4772220000E,0.6,,
233,55.1691660000N 30.1358330000E,0.6,,
234,54.6947220000N 30.4925000000E,0.5,,
235,55.4327770000N 28.9466660000E,0.5,,
236,54.6797220000N 29.1350000000E,1.5,,
237,55.2505550000N 30.1605550000E,0.6,,
238,52.4488880000N 30.8163880000E,1,,
239,53.9011110000N 25.2902770000E,0.3,,
240,"53.6540670000N 23.9746940000E
53.6339240000N 23.9758430000E
53.6392110000N 23.9579920000E
53.6512640000N 23.9580180000E
53.6540670000N 23.9746940000E",,,
241,53.6080550000N 25.7736110000E,1,,
242,53.8772220000N 27.6525000000E,0.6,,
243,53.8722220000N 27.3994440000E,1.5,,
244,53.8825000000N 27.5780550000E,0.44,,
245,53.6111110000N 27.9472220000E,0.65,,
246,54.0930550000N 28.3508330000E,0.41,,
247,54.2277770000N 28.5047220000E,0.31,,
248,53.8869440000N 30.2961110000E,0.35,,
249,53.9605550000N 30.3472220000E,0.2,,
250,53.1663880000N 29.2247220000E,0.3,,
251,54.1661110000N 29.7797220000E,0.1,,
252,53.3572220000N 28.6794440000E,0.1,,
253,53.4266660000N 29.8580550000E,0.6,,
254,52.2063880000N 23.9600000000E,1,,
255,53.1822220000N 25.9827770000E,1,,
256,52.2536110000N 27.4013880000E,1,,
257,"52.1441666696N 23.7399999900E
52.1466666696N 23.7183333228E
52.1338888918N 23.7130555450E
52.1252777807N 23.7266666564E
52.1441666696N 23.7399999900E",,,
258,53.1625000000N 25.9930550000E,1,,
259,52.7422220000N 25.3497220000E,1,,
260,52.1897220000N 26.0822220000E,1,,
261,54.5638880000N 30.1758330000E,0.2,,
262,55.0461110000N 30.3008330000E,0.32,,
263,55.4222220000N 28.5038880000E,0.3,,
264,52.3766660000N 31.3322220000E,1,,
265,52.4575000000N 30.8977770000E,1,,
266,52.9136110000N 30.3791660000E,1,,
267,52.0166660000N 29.1666660000E,0.6,,
268,52.4061110000N 30.9466660000E,0.4,,
269,53.8258330000N 23.8641660000E,1,,
270,53.6297220000N 23.8672220000E,1,,
271,"53.7844444481N 25.3880555553E
53.8027777815N 25.3769444442E
53.7988888926N 25.3624999998E
53.7838888926N 25.3647222220E
53.7844444481N 25.3880555553E",,,
272,53.2286110000N 24.4544440000E,1,,
273,53.5525000000N 26.3872220000E,1,,
274,53.1169440000N 28.3508330000E,0.35,,
275,54.4000000000N 27.9075000000E,0.27,,
276,53.9955550000N 27.5297220000E,0.18,,
277,"53.8233270000N 27.5843060000E
53.8173130000N 27.5879160000E
53.8194420000N 27.5911830000E
53.8234230000N 27.5887910000E
53.8233270000N 27.5843060000E",,,
278,54.3027770000N 26.7505550000E,0.25,,
279,53.0186110000N 27.3758330000E,0.15,,
280,52.7288880000N 27.6441660000E,0.15,,
281,54.1455550000N 28.3777770000E,0.2,,
282,53.6863880000N 27.6994440000E,0.17,,
283,53.1722220000N 29.0627770000E,0.35,,
284,53.8566660000N 30.5094440000E,0.25,,
285,54.0197220000N 30.3305550000E,0.15,,
286,53.6913880000N 31.6011110000E,0.13,,
287,53.3211110000N 28.6697220000E,0.11,,
288,53.3963880000N 28.5286110000E,0.11,,
289,"53.8692180000N 27.6470040000E
53.8616200000N 27.6412910000E
53.8581490000N 27.6412960000E
53.8555550000N 27.6363160000E
53.8502770000N 27.6525000000E
53.8505550000N 27.6719440000E
53.8578400000N 27.6772860000E
53.8615780000N 27.6685460000E
53.8628540000N 27.6518200000E
53.8645950000N 27.6511540000E
53.8643740000N 27.6491590000E
53.8692180000N 27.6470040000E",,,
290,53.8888880000N 27.6333330000E,0.5,,
291,"54.0990340000N 28.3075520000E
54.1071070000N 28.3394340000E
54.1046260000N 28.3442870000E
54.0958580000N 28.3291080000E
54.0990340000N 28.3075520000E",,,
292,"52.8430555588N 30.0197222283E
52.8650000033N 30.0291666728E
52.8811111144N 29.9652777831E
52.8694444477N 29.9508333385E
52.8358333366N 29.9805555611E
52.8430555588N 30.0197222283E",,,
293,51.9197220000N 29.3147220000E,0.7,,
294,52.7197220000N 25.3411110000E,0.7,,
295,52.8530550000N 25.3630550000E,0.7,,
296,"52.4233560000N 30.9394010000E
52.4225050000N 30.9454040000E
52.4111750000N 30.9435770000E
52.4139410000N 30.9307890000E
52.4233560000N 30.9394010000E",,,
297,52.0577770000N 29.2394440000E,0.7,,
298,52.6255550000N 29.7152770000E,0.7,,
299,52.3636110000N 30.4294440000E,0.7,,
300,"52.1088320000N 23.6664950000E
52.1016750000N 23.6726720000E
52.1035530000N 23.6784090000E
52.1107090000N 23.6722330000E
52.1088320000N 23.6664950000E",,,
301,52.4641660000N 30.9733330000E,0.7,,
302,52.4583330000N 30.0733330000E,0.7,,
303,"53.1167460000N 26.0397210000E
53.1195150000N 26.0375810000E
53.1205750000N 26.0341500000E
53.1223460000N 26.0324570000E
53.1235330000N 26.0345850000E
53.1238830000N 26.0372220000E
53.1223380000N 26.0389380000E
53.1240830000N 26.0435920000E
53.1224740000N 26.0490430000E
53.1167460000N 26.0397210000E",,,
304,55.1722220000N 30.1963880000E,0.7,,
305,55.5077770000N 28.7788880000E,0.7,,
306,54.5319440000N 30.4483330000E,0.7,,
307,55.1644440000N 27.6711110000E,0.7,,
308,55.2483330000N 30.3180550000E,0.7,,
309,53.1469440000N 24.4805550000E,0.9,,
310,53.8686110000N 27.5758330000E,0.4,,
311,53.8833330000N 27.4936110000E,0.4,,
312,"53.9491050000N 27.6963600000E
53.9526370000N 27.7074460000E
53.9568500000N 27.7035880000E
53.9533160000N 27.6925020000E
53.9491050000N 27.6963600000E",,,
313,53.6813880000N 23.8483330000E,0.4,,
314,53.8941660000N 30.3208330000E,0.4,,
315,53.1450000000N 29.1627770000E,0.4,,
316,53.8358330000N 30.3944440000E,0.7,,
317,54.1800000000N 30.2847220000E,0.7,,
318,54.0408330000N 27.7786110000E,0.7,,
319,53.1130550000N 25.9652770000E,0.3,,
320,52.0844440000N 23.6894440000E,0.15,,
321,55.2050000000N 30.2136110000E,0.2,,
322,55.2388880000N 30.2705550000E,0.3,,
323,55.2122220000N 30.2238880000E,0.3,,
324,52.6130550000N 31.1516660000E,0.5,,
325,52.4377770000N 31.0077770000E,0.2,,
326,53.6788880000N 23.8322220000E,0.1,,
327,53.5958330000N 25.4641660000E,0.7,,
328,53.8111110000N 25.7647220000E,0.5,,
329,54.2530550000N 28.7155550000E,0.3,,
330,54.1113880000N 28.3694440000E,0.3,,
331,53.2411110000N 27.7136110000E,0.3,,
332,53.6886110000N 27.1552770000E,0.2,,
333,"53.1999110000N 29.1908140000E
53.1847590000N 29.2052990000E
53.1847850000N 29.2234370000E
53.2010600000N 29.2244370000E
53.2048990000N 29.2064730000E
53.1999110000N 29.1908140000E",,,
334,54.2575000000N 30.9877770000E,1.5,,
335,54.2911110000N 30.9805550000E,0.1,,
336,53.1802770000N 30.2852770000E,0.5,,
337,54.3950000000N 31.1627770000E,0.3,,
338,53.8544440000N 30.4102770000E,0.4,,
339,53.1288880000N 29.2388880000E,0.11,,
340,53.9419440000N 30.3575000000E,0.5,,
341,53.9141660000N 27.5580550000E,0.05,,
342,53.9130550000N 27.5586110000E,0.07,,
343,53.9125000000N 27.5677770000E,0.07,,
344,53.9108330000N 27.5700000000E,0.07,,
345,53.9094440000N 27.5719440000E,0.07,,
346,53.9069440000N 27.5766660000E,0.05,,
347,53.9100000000N 27.5861110000E,0.05,,
348,53.9105550000N 27.5916660000E,0.07,,
349,53.8969440000N 27.5863880000E,0.08,,
350,53.8969312900N 27.5891705200E,0.05,,
351,53.9044440000N 27.6211110000E,0.05,,
352,53.9188880000N 27.5875000000E,0.05,,
353,53.9272220000N 27.5988880000E,0.05,,
354,53.9361110000N 27.6177770000E,0.05,,
355,53.9447220000N 27.5863880000E,0.05,,
356,53.9436110000N 27.5816660000E,0.05,,
357,53.9402770000N 27.5847220000E,0.05,,
358,53.9261110000N 27.5433330000E,0.1,,
359,"53.9281024313N 27.5090399774E
53.9249601831N 27.5136158830E
53.9271731310N 27.5163040100E
53.9290368449N 27.5126415456E
53.9281024313N 27.5090399774E",,,
360,53.9233330000N 27.6294440000E,0.12,,
361,53.9052770000N 27.5488880000E,0.05,,
362,53.9158330000N 27.5594440000E,0.05,,
363,"53.9240810000N 27.5464640000E
53.9221540000N 27.5485520000E
53.9216960000N 27.5473330000E
53.9236230000N 27.5452460000E
53.9240810000N 27.5464640000E",,,
364,53.9508330000N 27.4391660000E,0.05,,
365,53.9416660000N 27.4841660000E,0.05,,
366,"53.9394820000N 27.4900370000E
53.9404790000N 27.4908380000E
53.9403720000N 27.4912210000E
53.9393760000N 27.4904200000E
53.9394820000N 27.4900370000E",,,
367,53.8691660000N 27.4886110000E,0.05,,
368,53.9591660000N 27.5116660000E,0.05,,
369,53.9392290000N 27.4922180000E,0.07,,
370,53.9504270000N 27.5962850000E,0.07,,
371,53.9668450000N 27.5927210000E,0.07,,
372,52.0947220000N 23.6875000000E,0.05,,
373,52.0955550000N 23.6936110000E,0.05,,
374,52.0913880000N 23.6966660000E,0.07,,
375,53.7019440000N 23.8211110000E,0.15,,
376,53.7105550000N 23.8138880000E,0.07,,
377,53.8997220000N 30.3327770000E,0.05,,
378,53.9155550000N 30.3425000000E,0.05,,
379,55.1863880000N 30.2063880000E,0.07,,
380,55.2005550000N 30.2088880000E,0.07,,
381,52.4333330000N 31.0113880000E,0.07,,
